loan_id,customer_id,loan_type,loan_amount,interest_rate,emi_amount,loan_status
39738,4291,Home Loan,1012387,10.54,16873.12,ACTIVE
39739,5450,Home Loan,277972,10.14,4632.87,ACTIVE
39740,24005,Personal Loan,4251943,10.17,70865.72,ACTIVE
39741,9085,Personal Loan,4248905,10.08,70815.08,ACTIVE
39742,27929,Home Loan,1614482,10.48,26908.03,CLOSED
39743,10025,Personal Loan,2180664,8.02,36344.4,ACTIVE
39744,17609,Home Loan,3436997,14.52,57283.28,DEFAULT
39745,9435,Personal Loan,2602379,12.24,43372.98,DEFAULT
39746,28800,Car Loan,2076997,13.67,34616.62,DEFAULT
39747,16786,Home Loan,2607323,8.55,43455.38,ACTIVE
39748,6659,Personal Loan,1821280,9.46,30354.67,CLOSED
39749,22086,Personal Loan,2558214,10.31,42636.9,DEFAULT
39750,21440,Home Loan,447460,10.73,7457.67,CLOSED
39751,36950,Personal Loan,1817578,8.35,30292.97,DEFAULT
39752,2317,Personal Loan,3426944,14.81,57115.73,ACTIVE
39753,44267,Home Loan,2596900,8.27,43281.67,ACTIVE
39754,32131,Home Loan,826575,11.59,13776.25,DEFAULT
39755,46075,Car Loan,4126972,8.96,68782.87,ACTIVE
39756,49910,Personal Loan,2531442,10.94,42190.7,CLOSED
39757,41921,Car Loan,2908443,12.35,48474.05,ACTIVE
39758,3170,Personal Loan,1801039,10.15,30017.32,ACTIVE
39759,5960,Car Loan,4509094,13.85,75151.57,ACTIVE
39760,7254,Personal Loan,1932289,14.2,32204.82,CLOSED
39761,38972,Personal Loan,285640,11.72,4760.67,ACTIVE
39762,26825,Personal Loan,253204,12.28,4220.07,ACTIVE
39763,43735,Personal Loan,3668590,9.83,61143.17,ACTIVE
39764,33054,Car Loan,1437658,10.68,23960.97,DEFAULT
39765,48652,Car Loan,3605324,13.86,60088.73,ACTIVE
39766,33997,Personal Loan,4719274,10.55,78654.57,ACTIVE
39767,36275,Home Loan,3423018,8.11,57050.3,ACTIVE
39768,25868,Personal Loan,1685611,11.66,28093.52,ACTIVE
39769,24672,Personal Loan,350336,14.43,5838.93,DEFAULT
39770,37041,Car Loan,819949,12.68,13665.82,CLOSED
39771,3815,Personal Loan,1014612,8.02,16910.2,ACTIVE
39772,45389,Car Loan,729202,7.42,12153.37,CLOSED
39773,20044,Home Loan,2315898,10.43,38598.3,CLOSED
39774,29158,Home Loan,277950,14.83,4632.5,DEFAULT
39775,41965,Car Loan,2196138,13.99,36602.3,ACTIVE
39776,44713,Personal Loan,4409156,8.73,73485.93,ACTIVE
39777,47235,Car Loan,638076,9.42,10634.6,DEFAULT
39778,11019,Home Loan,2154662,13.83,35911.03,ACTIVE
39779,36153,Home Loan,2948366,14.43,49139.43,DEFAULT
39780,24627,Personal Loan,2665171,13.35,44419.52,ACTIVE
39781,45040,Car Loan,499798,11.64,8329.97,DEFAULT
39782,13326,Personal Loan,75257,7.27,1254.28,CLOSED
39783,46874,Car Loan,2477988,11.7,41299.8,DEFAULT
39784,46560,Home Loan,4194689,8.44,69911.48,CLOSED
39785,8840,Personal Loan,1455267,7.08,24254.45,ACTIVE
39786,15762,Personal Loan,4491301,14.68,74855.02,ACTIVE
39787,10685,Home Loan,3922233,14.55,65370.55,DEFAULT
39788,40204,Home Loan,3985363,14.31,66422.72,ACTIVE
39789,28943,Home Loan,2567017,13.73,42783.62,CLOSED
39790,7322,Personal Loan,3668676,11.88,61144.6,ACTIVE
39791,34392,Home Loan,3934539,7.24,65575.65,CLOSED
39792,44662,Car Loan,3337728,11.83,55628.8,ACTIVE
39793,6103,Personal Loan,1803724,9.75,30062.07,ACTIVE
39794,45481,Car Loan,3357400,7.17,55956.67,DEFAULT
39795,29825,Personal Loan,4252075,8.54,70867.92,ACTIVE
39796,25612,Car Loan,2681713,8.94,44695.22,DEFAULT
39797,28198,Car Loan,3257106,13.66,54285.1,CLOSED
39798,31827,Car Loan,267941,9.99,4465.68,ACTIVE
39799,46668,Home Loan,4800739,13.07,80012.32,CLOSED
39800,37705,Personal Loan,1115185,13.05,18586.42,DEFAULT
39801,10678,Personal Loan,3525495,13.58,58758.25,DEFAULT
39802,32515,Car Loan,4034479,8.12,67241.32,DEFAULT
39803,36711,Home Loan,2516960,7.88,41949.33,CLOSED
39804,32524,Personal Loan,916100,14.53,15268.33,ACTIVE
39805,18393,Personal Loan,365521,7.12,6092.02,ACTIVE
39806,43408,Car Loan,4584952,12.31,76415.87,CLOSED
39807,28164,Personal Loan,4221329,14.86,70355.48,DEFAULT
39808,2875,Personal Loan,4704816,14.79,78413.6,ACTIVE
39809,20747,Personal Loan,1048869,14.46,17481.15,DEFAULT
39810,43429,Home Loan,3507952,7.13,58465.87,ACTIVE
39811,1082,Personal Loan,4768622,8.7,79477.03,ACTIVE
39812,23153,Home Loan,4086375,12.25,68106.25,DEFAULT
39813,18343,Home Loan,3026461,11.3,50441.02,CLOSED
39814,8987,Home Loan,1372386,7.89,22873.1,ACTIVE
39815,8101,Personal Loan,1440686,11.99,24011.43,CLOSED
39816,22810,Car Loan,2219103,9.62,36985.05,ACTIVE
39817,40037,Home Loan,968339,14.62,16138.98,CLOSED
39818,49327,Car Loan,1965974,8.82,32766.23,ACTIVE
39819,31823,Personal Loan,3549283,9.72,59154.72,ACTIVE
39820,49552,Car Loan,315780,7.42,5263.0,ACTIVE
39821,4726,Personal Loan,4855919,13.88,80931.98,ACTIVE
39822,1868,Home Loan,4381349,8.52,73022.48,CLOSED
39823,7074,Car Loan,4348067,12.84,72467.78,CLOSED
39824,47084,Home Loan,2169918,8.62,36165.3,CLOSED
39825,33629,Personal Loan,1098961,11.31,18316.02,DEFAULT
39826,41428,Car Loan,1156828,11.79,19280.47,DEFAULT
39827,32486,Personal Loan,4121651,11.86,68694.18,CLOSED
39828,424,Personal Loan,4926950,15.0,82115.83,CLOSED
39829,30177,Car Loan,934101,13.08,15568.35,DEFAULT
39830,48399,Car Loan,2324849,8.17,38747.48,DEFAULT
39831,6836,Car Loan,434565,13.55,7242.75,ACTIVE
39832,43908,Car Loan,4279108,12.64,71318.47,CLOSED
39833,42217,Car Loan,2107627,12.17,35127.12,CLOSED
39834,22644,Car Loan,3542499,12.55,59041.65,ACTIVE
39835,46843,Car Loan,4981350,12.63,83022.5,CLOSED
39836,12603,Car Loan,4085711,10.29,68095.18,CLOSED
39837,23839,Home Loan,1104090,14.58,18401.5,DEFAULT
39838,24868,Personal Loan,877975,9.12,14632.92,ACTIVE
39839,34391,Personal Loan,488849,12.41,8147.48,CLOSED
39840,2758,Car Loan,565360,14.62,9422.67,ACTIVE
39841,39833,Car Loan,3779661,9.2,62994.35,ACTIVE
39842,29558,Personal Loan,780044,13.55,13000.73,ACTIVE
39843,11237,Home Loan,839445,14.99,13990.75,DEFAULT
39844,3028,Home Loan,882131,13.6,14702.18,CLOSED
39845,16737,Home Loan,2438440,13.34,40640.67,CLOSED
39846,44561,Home Loan,226139,12.79,3768.98,ACTIVE
39847,3965,Home Loan,2880338,12.2,48005.63,DEFAULT
39848,36092,Home Loan,3973968,14.51,66232.8,ACTIVE
39849,11299,Personal Loan,3616090,11.86,60268.17,CLOSED
39850,42831,Home Loan,1928025,14.28,32133.75,ACTIVE
39851,24629,Car Loan,2298163,9.15,38302.72,CLOSED
39852,26814,Personal Loan,1482572,8.98,24709.53,DEFAULT
39853,18109,Personal Loan,3840705,10.01,64011.75,DEFAULT
39854,5202,Home Loan,3263451,10.69,54390.85,DEFAULT
39855,42545,Car Loan,2091508,8.14,34858.47,ACTIVE
39856,42639,Personal Loan,123913,13.9,2065.22,DEFAULT
39857,16895,Personal Loan,1718882,14.3,28648.03,CLOSED
39858,13129,Car Loan,479687,9.86,7994.78,DEFAULT
39859,18741,Home Loan,513272,10.09,8554.53,DEFAULT
39860,17416,Car Loan,3766362,11.96,62772.7,ACTIVE
39861,17722,Car Loan,3721804,7.33,62030.07,DEFAULT
39862,35984,Home Loan,1048206,12.97,17470.1,DEFAULT
39863,27477,Car Loan,1203949,8.41,20065.82,ACTIVE
39864,4779,Car Loan,4100402,9.24,68340.03,DEFAULT
39865,15017,Car Loan,917391,13.37,15289.85,CLOSED
39866,2353,Car Loan,3999134,12.55,66652.23,ACTIVE
39867,45859,Home Loan,2663458,9.91,44390.97,CLOSED
39868,19135,Car Loan,2883603,8.52,48060.05,ACTIVE
39869,12027,Car Loan,1017599,8.42,16959.98,ACTIVE
39870,2255,Home Loan,2384354,12.36,39739.23,DEFAULT
39871,39592,Personal Loan,1461992,7.68,24366.53,ACTIVE
39872,3428,Personal Loan,258818,7.92,4313.63,CLOSED
39873,28415,Home Loan,4588743,11.07,76479.05,DEFAULT
39874,4375,Car Loan,4207980,8.45,70133.0,CLOSED
39875,24806,Home Loan,3691550,13.41,61525.83,CLOSED
39876,3815,Car Loan,1007785,14.31,16796.42,DEFAULT
39877,21784,Car Loan,3050222,12.69,50837.03,ACTIVE
39878,12272,Personal Loan,4264399,13.79,71073.32,DEFAULT
39879,23020,Personal Loan,1888045,10.01,31467.42,ACTIVE
39880,13645,Car Loan,3591644,14.46,59860.73,CLOSED
39881,23998,Personal Loan,4336106,13.04,72268.43,ACTIVE
39882,35486,Car Loan,3366133,10.87,56102.22,ACTIVE
39883,6345,Home Loan,1806505,10.18,30108.42,ACTIVE
39884,16671,Home Loan,4790677,10.93,79844.62,CLOSED
39885,2566,Home Loan,2172326,7.94,36205.43,CLOSED
39886,11975,Personal Loan,1452910,11.65,24215.17,ACTIVE
39887,34301,Car Loan,3407550,11.36,56792.5,ACTIVE
39888,48634,Personal Loan,1402422,13.27,23373.7,ACTIVE
39889,18342,Personal Loan,735503,7.68,12258.38,CLOSED
39890,8201,Personal Loan,2338301,9.89,38971.68,CLOSED
39891,49625,Personal Loan,1592340,9.53,26539.0,DEFAULT
39892,10719,Car Loan,3051574,8.35,50859.57,DEFAULT
39893,49545,Personal Loan,1323720,11.34,22062.0,DEFAULT
39894,25280,Personal Loan,1709736,10.9,28495.6,ACTIVE
39895,49971,Car Loan,1367560,11.79,22792.67,DEFAULT
39896,5941,Home Loan,2314216,8.21,38570.27,ACTIVE
39897,24788,Car Loan,1852302,11.04,30871.7,ACTIVE
39898,48817,Car Loan,444016,10.44,7400.27,CLOSED
39899,42171,Car Loan,3796437,10.87,63273.95,CLOSED
39900,33372,Home Loan,4556540,10.74,75942.33,DEFAULT
39901,35691,Personal Loan,1413655,11.94,23560.92,CLOSED
39902,11171,Home Loan,955681,13.51,15928.02,CLOSED
39903,30731,Personal Loan,4482170,9.53,74702.83,ACTIVE
39904,48140,Personal Loan,2376361,14.9,39606.02,CLOSED
39905,40612,Personal Loan,3283410,12.54,54723.5,CLOSED
39906,16149,Home Loan,1255110,7.42,20918.5,ACTIVE
39907,40593,Car Loan,81742,14.02,1362.37,DEFAULT
39908,46407,Home Loan,2002423,12.53,33373.72,DEFAULT
39909,23120,Personal Loan,1130973,10.53,18849.55,DEFAULT
39910,48681,Car Loan,4802981,7.62,80049.68,CLOSED
39911,49936,Personal Loan,2431070,13.17,40517.83,CLOSED
39912,36487,Car Loan,3477454,9.18,57957.57,ACTIVE
39913,33498,Home Loan,3104488,9.2,51741.47,ACTIVE
39914,16042,Home Loan,1342088,13.2,22368.13,ACTIVE
39915,23989,Home Loan,2263197,7.97,37719.95,CLOSED
39916,45102,Car Loan,472536,8.97,7875.6,DEFAULT
39917,36596,Personal Loan,3018377,13.13,50306.28,DEFAULT
39918,44330,Car Loan,1591625,11.3,26527.08,ACTIVE
39919,37305,Car Loan,2369220,14.66,39487.0,DEFAULT
39920,22468,Car Loan,1308519,10.95,21808.65,DEFAULT
39921,19122,Home Loan,1264366,8.52,21072.77,CLOSED
39922,20850,Car Loan,2519403,7.72,41990.05,ACTIVE
39923,46069,Personal Loan,2853763,11.02,47562.72,DEFAULT
39924,38604,Car Loan,3513504,10.99,58558.4,CLOSED
39925,25116,Home Loan,4659798,9.37,77663.3,ACTIVE
39926,13015,Home Loan,2591723,12.4,43195.38,CLOSED
39927,13784,Home Loan,1843496,10.73,30724.93,CLOSED
39928,23044,Home Loan,3125189,13.06,52086.48,DEFAULT
39929,46046,Personal Loan,1246943,12.16,20782.38,DEFAULT
39930,44709,Home Loan,2405966,9.43,40099.43,ACTIVE
39931,34163,Car Loan,2598881,7.43,43314.68,DEFAULT
39932,541,Car Loan,937559,14.51,15625.98,CLOSED
39933,33608,Personal Loan,2303637,12.54,38393.95,DEFAULT
39934,43638,Car Loan,2403168,14.79,40052.8,CLOSED
39935,25847,Home Loan,3500426,14.04,58340.43,CLOSED
39936,39098,Car Loan,3423862,13.9,57064.37,CLOSED
39937,36586,Car Loan,2145308,12.01,35755.13,ACTIVE
39938,21061,Personal Loan,4874787,10.23,81246.45,CLOSED
39939,3141,Home Loan,308018,7.96,5133.63,DEFAULT
39940,42449,Personal Loan,3787383,14.02,63123.05,ACTIVE
39941,26387,Personal Loan,545183,10.74,9086.38,ACTIVE
39942,29999,Personal Loan,1275774,13.35,21262.9,CLOSED
39943,29073,Home Loan,4798381,8.21,79973.02,DEFAULT
39944,4543,Home Loan,2818470,9.34,46974.5,CLOSED
39945,40223,Personal Loan,2710309,13.3,45171.82,ACTIVE
39946,32961,Car Loan,1292299,12.67,21538.32,CLOSED
39947,31445,Personal Loan,76697,8.25,1278.28,CLOSED
39948,24610,Personal Loan,688023,13.12,11467.05,ACTIVE
39949,98,Personal Loan,686703,9.75,11445.05,DEFAULT
39950,35088,Personal Loan,327311,13.88,5455.18,DEFAULT
39951,28958,Home Loan,4712681,11.05,78544.68,ACTIVE
39952,3826,Personal Loan,3852873,14.64,64214.55,DEFAULT
39953,43161,Home Loan,3090395,14.57,51506.58,CLOSED
39954,7031,Personal Loan,3701392,12.43,61689.87,DEFAULT
39955,15839,Personal Loan,3691285,10.51,61521.42,DEFAULT
39956,40551,Personal Loan,2651908,7.84,44198.47,CLOSED
39957,7999,Car Loan,3679781,7.44,61329.68,ACTIVE
39958,30419,Personal Loan,863274,7.53,14387.9,ACTIVE
39959,24545,Car Loan,4750558,11.09,79175.97,CLOSED
39960,11048,Car Loan,4622230,10.48,77037.17,DEFAULT
39961,24663,Car Loan,4532638,9.95,75543.97,CLOSED
39962,38436,Personal Loan,1931547,14.62,32192.45,DEFAULT
39963,32152,Personal Loan,4052356,7.15,67539.27,DEFAULT
39964,27931,Personal Loan,162559,10.78,2709.32,DEFAULT
39965,16570,Home Loan,4599713,14.35,76661.88,DEFAULT
39966,4729,Personal Loan,2306666,8.76,38444.43,DEFAULT
39967,12457,Home Loan,1103344,13.31,18389.07,DEFAULT
39968,29404,Car Loan,4695406,12.94,78256.77,CLOSED
39969,25892,Personal Loan,603118,12.67,10051.97,DEFAULT
39970,32267,Personal Loan,773803,11.66,12896.72,DEFAULT
39971,47406,Car Loan,2903048,12.32,48384.13,CLOSED
39972,5476,Car Loan,1445816,7.54,24096.93,DEFAULT
39973,48911,Car Loan,3985821,9.13,66430.35,ACTIVE
39974,28069,Home Loan,1454363,14.15,24239.38,ACTIVE
39975,24078,Personal Loan,2233978,14.24,37232.97,DEFAULT
39976,19895,Personal Loan,1803624,9.54,30060.4,CLOSED
39977,11477,Car Loan,2406669,10.08,40111.15,CLOSED
39978,26569,Home Loan,2387570,9.91,39792.83,DEFAULT
39979,2294,Car Loan,2738849,9.07,45647.48,DEFAULT
39980,3939,Personal Loan,1501839,13.67,25030.65,ACTIVE
39981,12257,Personal Loan,982972,11.98,16382.87,DEFAULT
39982,6831,Car Loan,4291192,14.52,71519.87,DEFAULT
39983,39226,Personal Loan,308411,7.69,5140.18,CLOSED
39984,27096,Home Loan,4650510,11.41,77508.5,CLOSED
39985,31133,Personal Loan,1646089,10.85,27434.82,ACTIVE
39986,46447,Car Loan,3830254,8.97,63837.57,CLOSED
39987,23157,Home Loan,1346992,9.79,22449.87,ACTIVE
39988,678,Personal Loan,4773993,10.02,79566.55,DEFAULT
39989,19392,Home Loan,3773287,7.95,62888.12,CLOSED
39990,42543,Personal Loan,3839269,10.53,63987.82,ACTIVE
39991,28708,Car Loan,2851223,12.84,47520.38,CLOSED
39992,34258,Car Loan,1184378,8.13,19739.63,DEFAULT
39993,28866,Home Loan,852374,12.3,14206.23,CLOSED
39994,19507,Home Loan,1258087,11.1,20968.12,CLOSED
39995,38258,Personal Loan,565337,10.07,9422.28,CLOSED
39996,48154,Car Loan,912346,11.14,15205.77,CLOSED
39997,37604,Personal Loan,774517,14.73,12908.62,CLOSED
39998,46865,Car Loan,699034,8.1,11650.57,DEFAULT
39999,15041,Home Loan,1065040,7.69,17750.67,ACTIVE
40000,40883,Home Loan,1896067,8.59,31601.12,DEFAULT
40001,41621,Home Loan,4202917,7.17,70048.62,ACTIVE
40002,32801,Personal Loan,4020227,11.89,67003.78,CLOSED
40003,37413,Personal Loan,4530486,11.79,75508.1,CLOSED
40004,29138,Home Loan,465689,8.8,7761.48,DEFAULT
40005,37084,Car Loan,2163088,14.4,36051.47,ACTIVE
40006,11689,Home Loan,2016232,11.21,33603.87,ACTIVE
40007,42263,Personal Loan,4061467,7.78,67691.12,ACTIVE
40008,44022,Personal Loan,4383605,9.11,73060.08,DEFAULT
40009,28468,Home Loan,4311286,9.97,71854.77,DEFAULT
40010,22588,Home Loan,2865982,10.0,47766.37,ACTIVE
40011,32878,Car Loan,4555282,7.84,75921.37,CLOSED
40012,15740,Personal Loan,4550481,9.19,75841.35,ACTIVE
40013,35130,Personal Loan,2011170,8.38,33519.5,CLOSED
40014,24994,Home Loan,65277,10.45,1087.95,CLOSED
40015,30253,Personal Loan,2404595,13.27,40076.58,CLOSED
40016,31992,Car Loan,4792697,9.54,79878.28,DEFAULT
40017,2827,Home Loan,3887184,11.95,64786.4,CLOSED
40018,42887,Home Loan,820702,11.97,13678.37,DEFAULT
40019,14789,Car Loan,271058,9.3,4517.63,DEFAULT
40020,16229,Personal Loan,4526859,13.31,75447.65,ACTIVE
40021,24576,Personal Loan,1258676,9.61,20977.93,CLOSED
40022,37415,Car Loan,1765898,9.01,29431.63,DEFAULT
40023,19163,Home Loan,4897703,14.52,81628.38,ACTIVE
40024,23682,Home Loan,4173677,9.91,69561.28,CLOSED
40025,41575,Personal Loan,4349542,9.58,72492.37,ACTIVE
40026,25541,Home Loan,2865336,13.29,47755.6,ACTIVE
40027,47163,Home Loan,2659980,11.83,44333.0,CLOSED
40028,20493,Personal Loan,152063,11.08,2534.38,DEFAULT
40029,15111,Personal Loan,2761400,8.62,46023.33,CLOSED
40030,21213,Personal Loan,1637970,9.42,27299.5,DEFAULT
40031,35158,Car Loan,1007703,8.02,16795.05,DEFAULT
40032,2071,Personal Loan,4261642,11.45,71027.37,ACTIVE
40033,17114,Car Loan,1493405,13.82,24890.08,CLOSED
40034,30767,Home Loan,3472487,7.71,57874.78,DEFAULT
40035,28568,Home Loan,499547,14.19,8325.78,DEFAULT
40036,30661,Car Loan,689770,11.08,11496.17,CLOSED
40037,29223,Personal Loan,3998086,13.86,66634.77,CLOSED
40038,36300,Personal Loan,3960641,9.06,66010.68,DEFAULT
40039,33315,Personal Loan,3516677,10.0,58611.28,CLOSED
40040,14949,Personal Loan,2035406,10.44,33923.43,CLOSED
40041,4671,Car Loan,324514,7.93,5408.57,CLOSED
40042,17769,Car Loan,729972,10.55,12166.2,DEFAULT
40043,31232,Car Loan,4077943,11.86,67965.72,CLOSED
40044,10979,Personal Loan,2990999,13.47,49849.98,DEFAULT
40045,18158,Personal Loan,2199563,14.76,36659.38,DEFAULT
40046,42786,Car Loan,4325561,12.22,72092.68,ACTIVE
40047,20914,Car Loan,1082815,8.63,18046.92,DEFAULT
40048,8417,Home Loan,1189506,13.47,19825.1,ACTIVE
40049,37864,Home Loan,960557,10.74,16009.28,DEFAULT
40050,38874,Personal Loan,4015522,12.27,66925.37,CLOSED
40051,48047,Home Loan,3839878,12.73,63997.97,ACTIVE
40052,32330,Personal Loan,3743109,14.82,62385.15,DEFAULT
40053,40636,Home Loan,2998239,8.45,49970.65,DEFAULT
40054,43163,Personal Loan,315321,10.91,5255.35,CLOSED
40055,37989,Home Loan,4655950,14.85,77599.17,CLOSED
40056,42635,Car Loan,3157717,13.62,52628.62,ACTIVE
40057,42843,Personal Loan,2937985,7.91,48966.42,ACTIVE
40058,31970,Home Loan,1920085,10.69,32001.42,ACTIVE
40059,23858,Home Loan,2265798,12.17,37763.3,DEFAULT
40060,14878,Car Loan,3237286,14.63,53954.77,DEFAULT
40061,18031,Car Loan,2813699,8.59,46894.98,ACTIVE
40062,49800,Car Loan,4199925,10.86,69998.75,ACTIVE
40063,36311,Car Loan,1211808,10.73,20196.8,DEFAULT
40064,15367,Personal Loan,2786437,10.71,46440.62,ACTIVE
40065,12233,Car Loan,168020,11.52,2800.33,DEFAULT
40066,32958,Car Loan,1331318,8.76,22188.63,ACTIVE
40067,8468,Personal Loan,646930,9.26,10782.17,ACTIVE
40068,43822,Home Loan,3747664,7.8,62461.07,ACTIVE
40069,22601,Car Loan,991478,7.38,16524.63,DEFAULT
40070,26979,Home Loan,1978844,8.96,32980.73,CLOSED
40071,29918,Personal Loan,3838346,12.18,63972.43,CLOSED
40072,29947,Car Loan,2806796,7.4,46779.93,ACTIVE
40073,11640,Home Loan,4645898,8.51,77431.63,DEFAULT
40074,25407,Home Loan,1076755,11.99,17945.92,CLOSED
40075,1972,Personal Loan,3570850,8.11,59514.17,ACTIVE
40076,25210,Car Loan,1740644,10.23,29010.73,ACTIVE
40077,28851,Home Loan,2265804,13.75,37763.4,ACTIVE
40078,25013,Car Loan,2261570,7.31,37692.83,DEFAULT
40079,1258,Car Loan,765665,10.36,12761.08,ACTIVE
40080,15270,Personal Loan,2322510,12.9,38708.5,DEFAULT
40081,7628,Home Loan,1334693,12.74,22244.88,CLOSED
40082,41762,Personal Loan,3372848,11.06,56214.13,CLOSED
40083,35314,Car Loan,4307802,10.16,71796.7,ACTIVE
40084,27508,Car Loan,2358600,12.15,39310.0,CLOSED
40085,47448,Personal Loan,2349269,9.13,39154.48,DEFAULT
40086,20665,Personal Loan,2592021,9.43,43200.35,CLOSED
40087,48205,Personal Loan,3273713,11.53,54561.88,CLOSED
40088,15430,Car Loan,352348,11.19,5872.47,DEFAULT
40089,38523,Personal Loan,2799183,7.4,46653.05,DEFAULT
40090,42841,Home Loan,3429654,11.63,57160.9,DEFAULT
40091,21390,Home Loan,743679,7.33,12394.65,ACTIVE
40092,19577,Personal Loan,3210576,14.05,53509.6,ACTIVE
40093,13650,Home Loan,3920103,14.01,65335.05,CLOSED
40094,14545,Home Loan,983315,8.17,16388.58,DEFAULT
40095,33511,Home Loan,2813350,13.87,46889.17,ACTIVE
40096,33392,Car Loan,2750737,10.68,45845.62,DEFAULT
40097,11643,Personal Loan,4500451,10.81,75007.52,DEFAULT
40098,6096,Car Loan,1857466,7.55,30957.77,DEFAULT
40099,3292,Personal Loan,3901011,14.47,65016.85,ACTIVE
40100,48896,Car Loan,778784,9.55,12979.73,ACTIVE
40101,11758,Personal Loan,3736990,13.01,62283.17,CLOSED
40102,34240,Home Loan,1438858,12.77,23980.97,DEFAULT
40103,7365,Personal Loan,1459092,13.33,24318.2,ACTIVE
40104,13851,Personal Loan,3609875,7.11,60164.58,DEFAULT
40105,34845,Car Loan,4588722,14.61,76478.7,DEFAULT
40106,24747,Car Loan,87596,11.14,1459.93,CLOSED
40107,41734,Home Loan,3902903,8.81,65048.38,DEFAULT
40108,39446,Car Loan,2073807,8.52,34563.45,CLOSED
40109,32585,Personal Loan,69682,14.23,1161.37,DEFAULT
40110,46993,Car Loan,2265126,11.02,37752.1,DEFAULT
40111,36612,Car Loan,153989,11.01,2566.48,ACTIVE
40112,31016,Home Loan,995532,14.52,16592.2,CLOSED
40113,13385,Car Loan,2791315,7.81,46521.92,CLOSED
40114,19832,Car Loan,3878661,8.86,64644.35,DEFAULT
40115,2398,Car Loan,2841667,9.35,47361.12,DEFAULT
40116,1358,Home Loan,4256612,13.65,70943.53,CLOSED
40117,15730,Car Loan,2863883,14.85,47731.38,CLOSED
40118,41647,Car Loan,1496510,14.33,24941.83,CLOSED
40119,42355,Car Loan,486986,12.81,8116.43,DEFAULT
40120,36067,Car Loan,135731,11.69,2262.18,DEFAULT
40121,31651,Car Loan,3910743,12.65,65179.05,ACTIVE
40122,44946,Personal Loan,1725076,7.56,28751.27,ACTIVE
40123,9560,Personal Loan,799764,12.07,13329.4,CLOSED
40124,4668,Car Loan,3967278,11.03,66121.3,DEFAULT
40125,22839,Home Loan,3811941,9.09,63532.35,CLOSED
40126,48024,Home Loan,702226,14.35,11703.77,CLOSED
40127,25514,Personal Loan,547497,9.3,9124.95,DEFAULT
40128,23545,Car Loan,178551,14.07,2975.85,CLOSED
40129,14563,Home Loan,131145,13.27,2185.75,DEFAULT
40130,31007,Car Loan,3491099,7.99,58184.98,DEFAULT
40131,36046,Car Loan,3815332,11.07,63588.87,ACTIVE
40132,4320,Car Loan,4008672,11.59,66811.2,ACTIVE
40133,7493,Car Loan,2023316,9.0,33721.93,CLOSED
40134,43341,Personal Loan,4788287,7.81,79804.78,DEFAULT
40135,43278,Personal Loan,291013,10.58,4850.22,ACTIVE
40136,29241,Car Loan,4313865,13.26,71897.75,DEFAULT
40137,17400,Car Loan,750986,10.44,12516.43,ACTIVE
40138,42162,Home Loan,1686230,9.54,28103.83,DEFAULT
40139,7190,Car Loan,2290073,11.95,38167.88,CLOSED
40140,37519,Personal Loan,4047594,9.97,67459.9,CLOSED
40141,7117,Car Loan,3839546,10.15,63992.43,CLOSED
40142,22350,Home Loan,272802,13.93,4546.7,DEFAULT
40143,30791,Personal Loan,1065436,8.29,17757.27,ACTIVE
40144,7866,Car Loan,3640242,13.12,60670.7,DEFAULT
40145,17760,Personal Loan,4208196,7.24,70136.6,DEFAULT
40146,7553,Home Loan,4456667,8.76,74277.78,DEFAULT
40147,29842,Car Loan,860040,9.78,14334.0,ACTIVE
40148,14079,Car Loan,1430369,8.46,23839.48,DEFAULT
40149,12696,Personal Loan,2911933,11.53,48532.22,CLOSED
40150,12468,Home Loan,4938771,9.48,82312.85,CLOSED
40151,48929,Home Loan,3172962,13.12,52882.7,DEFAULT
40152,28806,Home Loan,3906587,12.36,65109.78,ACTIVE
40153,6782,Personal Loan,1920995,10.18,32016.58,ACTIVE
40154,6162,Home Loan,426575,8.28,7109.58,DEFAULT
40155,39243,Home Loan,1555586,7.2,25926.43,ACTIVE
40156,16267,Home Loan,3787573,7.29,63126.22,ACTIVE
40157,8294,Home Loan,2637308,12.32,43955.13,DEFAULT
40158,33858,Car Loan,1911478,8.2,31857.97,ACTIVE
40159,22299,Home Loan,1225766,12.89,20429.43,DEFAULT
40160,18891,Home Loan,3514528,14.66,58575.47,CLOSED
40161,43101,Home Loan,982029,9.69,16367.15,ACTIVE
40162,27855,Car Loan,2839923,10.02,47332.05,ACTIVE
40163,33523,Car Loan,3783903,13.91,63065.05,ACTIVE
40164,31504,Personal Loan,4618930,14.9,76982.17,CLOSED
40165,24478,Car Loan,3485001,8.56,58083.35,DEFAULT
40166,14218,Car Loan,977111,11.53,16285.18,DEFAULT
40167,30852,Home Loan,3260281,13.18,54338.02,ACTIVE
40168,12833,Personal Loan,1677576,14.29,27959.6,ACTIVE
40169,30598,Home Loan,4770380,9.21,79506.33,DEFAULT
40170,43977,Car Loan,2550263,14.84,42504.38,DEFAULT
40171,42590,Personal Loan,2618967,10.0,43649.45,DEFAULT
40172,36158,Home Loan,4175047,9.24,69584.12,ACTIVE
40173,2813,Personal Loan,2041522,12.58,34025.37,ACTIVE
40174,4264,Car Loan,4956835,7.8,82613.92,DEFAULT
40175,20467,Personal Loan,864729,13.56,14412.15,DEFAULT
